Block Name,Blast Resistance,Hardness,Mining Tool,Can Suffocate,Obeys Gravity,Flammable,Catches Fire From Lava,Can Change Block State,Keywords
Oak Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"fence, gate, oak"
Oak Door,3.0,3.0,Axe,False,False,False,True,True,"door, oak"
Oak Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"trapdoor, oak"
Oak Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, oak"
Oak Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, oak, wall"
Oak Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, oak"
Oak Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, oak, wall"
Oak Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"plate, oak, pressure"
Oak Button,0.5,0.5,Axe,False,False,False,False,True,"button, oak"
Birch Log,2.0,2.0,Axe,True,False,True,True,True,"log, birch"
Birch Wood,2.0,2.0,Axe,True,False,True,True,True,"birch, wooden, brown, block, wood"
Stripped Birch Log,2.0,2.0,Axe,True,False,True,True,True,"stripped, log, birch"
Stripped Birch Wood,2.0,2.0,Axe,True,False,True,True,True,"birch, wooden, brown, stripped, block, wood"
Birch Planks,3.0,2.0,Axe,True,False,True,True,False,"birch, planks"
Birch Slab,3.0,2.0,Axe,True,False,True,True,True,"birch, slab"
Birch Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, birch"
Birch Fence,3.0,2.0,Axe,False,False,True,True,True,"birch, fence"
Birch Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"gate, birch, fence"
Birch Door,3.0,3.0,Axe,False,False,False,True,True,"door, birch"
Birch Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"trapdoor, birch"
Birch Sign,1.0,1.0,Axe,False,False,False,True,True,"birch, sign"
Birch Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"birch, sign, wall"
Birch Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, birch, sign"
Birch Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, birch, sign, wall"
Birch Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"plate, birch, pressure"
Birch Button,0.5,0.5,Axe,False,False,False,False,True,"button, birch"
Spruce Log,2.0,2.0,Axe,True,False,True,True,True,"log, spruce"
Spruce Wood,2.0,2.0,Axe,True,False,True,True,True,"spruce, wooden, brown, block, wood"
Stripped Spruce Log,2.0,2.0,Axe,True,False,True,True,True,"stripped, log, spruce"
Stripped Spruce Wood,2.0,2.0,Axe,True,False,True,True,True,"spruce, wooden, brown, stripped, block, wood"
Spruce Planks,3.0,2.0,Axe,True,False,True,True,False,"spruce, planks"
Spruce Slab,3.0,2.0,Axe,True,False,True,True,True,"spruce, slab"
Spruce Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, spruce"
Spruce Fence,3.0,2.0,Axe,False,False,True,True,True,"spruce, fence"
Spruce Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"gate, spruce, fence"
Spruce Door,3.0,3.0,Axe,False,False,False,True,True,"door, spruce"
Spruce Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"trapdoor, spruce"
Spruce Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, spruce"
Spruce Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, spruce, wall"
Spruce Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, spruce"
Spruce Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, spruce, wall"
Spruce Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"plate, spruce, pressure"
Spruce Button,0.5,0.5,Axe,False,False,False,False,True,"button, spruce"
Jungle Log,2.0,2.0,Axe,True,False,True,True,True,"log, jungle"
Jungle Wood,2.0,2.0,Axe,True,False,True,True,True,"jungle, wooden, brown, block, wood"
Stripped Jungle Log,2.0,2.0,Axe,True,False,True,True,True,"stripped, log, jungle"
Stripped Jungle Wood,2.0,2.0,Axe,True,False,True,True,True,"jungle, wooden, brown, stripped, block, wood"
Jungle Planks,3.0,2.0,Axe,True,False,True,True,False,"planks, jungle"
Jungle Slab,3.0,2.0,Axe,True,False,True,True,True,"jungle, slab"
Jungle Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, jungle"
Jungle Fence,3.0,2.0,Axe,False,False,True,True,True,"fence, jungle"
Jungle Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"fence, gate, jungle"
Jungle Door,3.0,3.0,Axe,False,False,False,True,True,"door, jungle"
Jungle Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"trapdoor, jungle"
Jungle Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, jungle"
Jungle Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, jungle, wall"
Jungle Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, jungle"
Jungle Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, jungle, wall"
Jungle Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"plate, jungle, pressure"
Jungle Button,0.5,0.5,Axe,False,False,False,False,True,"button, jungle"
Dark Oak Log,2.0,2.0,Axe,True,False,True,True,True,"log, dark, oak"
Dark Oak Wood,2.0,2.0,Axe,True,False,True,True,True,"wooden, brown, block, wood, dark, oak"
Stripped Dark Oak Log,2.0,2.0,Axe,True,False,True,True,True,"stripped, dark, log, oak"
Stripped Dark Oak Wood,2.0,2.0,Axe,True,False,True,True,True,"wooden, brown, stripped, block, wood, dark, oak"
Dark Oak Planks,3.0,2.0,Axe,True,False,True,True,False,"dark, planks, oak"
Dark Oak Slab,3.0,2.0,Axe,True,False,True,True,True,"dark, oak, slab"
Dark Oak Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, dark, oak"
Dark Oak Fence,3.0,2.0,Axe,False,False,True,True,True,"fence, dark, oak"
Dark Oak Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"gate, fence, dark, oak"
Dark Oak Door,3.0,3.0,Axe,False,False,False,True,True,"door, dark, oak"
Dark Oak Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"dark, trapdoor, oak"
Dark Oak Sign,1.0,1.0,Axe,False,False,False,True,True,"dark, sign, oak"
Dark Oak Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"dark, sign, oak, wall"
Dark Oak Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, dark, sign, oak"
Dark Oak Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, wall, hanging, dark, oak"
Dark Oak Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"dark, plate, oak, pressure"
Dark Oak Button,0.5,0.5,Axe,False,False,False,False,True,"dark, button, oak"
Acacia Log,2.0,2.0,Axe,True,False,True,True,True,"log, acacia"
Acacia Wood,2.0,2.0,Axe,True,False,True,True,True,"wooden, brown, block, wood, acacia"
Stripped Acacia Log,2.0,2.0,Axe,True,False,True,True,True,"stripped, log, acacia"
Stripped Acacia Wood,2.0,2.0,Axe,True,False,True,True,True,"wooden, brown, stripped, block, wood, acacia"
Acacia Planks,3.0,2.0,Axe,True,False,True,True,False,"planks, acacia"
Acacia Slab,3.0,2.0,Axe,True,False,True,True,True,"slab, acacia"
Acacia Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, acacia"
Acacia Fence,3.0,2.0,Axe,False,False,True,True,True,"fence, acacia"
Acacia Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"gate, fence, acacia"
Acacia Door,3.0,3.0,Axe,False,False,False,True,True,"door, acacia"
Acacia Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"trapdoor, acacia"
Acacia Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, acacia"
Acacia Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"wall, sign, acacia"
Acacia Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, acacia"
Acacia Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, wall, sign, acacia"
Acacia Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"plate, pressure, acacia"
Acacia Button,0.5,0.5,Axe,False,False,False,False,True,"button, acacia"
Mangrove Log,2.0,2.0,Axe,True,False,True,True,True,"mangrove, log"
Mangrove Wood,2.0,2.0,Axe,True,False,True,True,True,"wooden, brown, mangrove, block, wood"
Stripped Mangrove Log,2.0,2.0,Axe,True,False,True,True,True,"stripped, log, mangrove"
Stripped Mangrove Wood,2.0,2.0,Axe,True,False,True,True,True,"wooden, brown, stripped, mangrove, block, wood"
Mangrove Planks,3.0,2.0,Axe,True,False,True,True,False,"mangrove, planks"
Mangrove Slab,3.0,2.0,Axe,True,False,True,True,True,"mangrove, slab"
Mangrove Stairs,3.0,2.0,Axe,False,False,True,True,True,"mangrove, stairs"
Mangrove Fence,3.0,2.0,Axe,False,False,True,True,True,"mangrove, fence"
Mangrove Gate,3.0,2.0,Axe,False,False,True,True,True,"mangrove, gate"
Mangrove Door,3.0,3.0,Axe,False,False,False,True,True,"mangrove, door"
Mangrove Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"mangrove, trapdoor"
Mangrove Sign,1.0,1.0,Axe,False,False,False,True,True,"mangrove, sign"
Mangrove Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"mangrove, sign, wall"
Mangrove Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"mangrove, hanging, sign"
Mangrove Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"mangrove, hanging, sign, wall"
Mangrove Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"mangrove, plate, pressure"
Mangrove Button,0.5,0.5,Axe,False,False,False,False,True,"mangrove, button"
Cherry Log,2.0,2.0,Axe,True,False,True,True,True,"cherry, log"
Cherry Wood,2.0,2.0,Axe,True,False,True,True,True,"cherry, wooden, brown, block, wood"
Stripped Cherry Log,2.0,2.0,Axe,True,False,True,True,True,"cherry, stripped, log"
Stripped Cherry Wood,2.0,2.0,Axe,True,False,True,True,True,"cherry, wooden, brown, stripped, block, wood"
Cherry Planks,3.0,2.0,Axe,True,False,True,True,False,"cherry, planks"
Cherry Slab,3.0,2.0,Axe,True,False,True,True,True,"cherry, slab"
Cherry Stairs,3.0,2.0,Axe,False,False,True,True,True,"cherry, stairs"
Cherry Fence,3.0,2.0,Axe,False,False,True,True,True,"cherry, fence"
Cherry Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"cherry, gate, fence"
Cherry Door,3.0,3.0,Axe,False,False,False,True,True,"cherry, door"
Cherry Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"cherry, trapdoor"
Cherry Sign,1.0,1.0,Axe,False,False,False,True,True,"cherry, sign"
Cherry Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"cherry, sign, wall"
Cherry Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"cherry, hanging, sign"
Cherry Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"cherry, hanging, sign, wall"
Cherry Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"cherry, plate, pressure"
Cherry Button,0.5,0.5,Axe,False,False,False,False,True,"cherry, button"
Block Of Bamboo,2.0,2.0,Axe,True,False,True,True,True,"of, block, bamboo"
Block Of Stripped Bamboo,2.0,2.0,Axe,True,False,True,True,True,"of, stripped, block, bamboo"
Bamboo Planks,3.0,2.0,Axe,True,False,True,True,False,"planks, bamboo"
Bamboo Slab,3.0,2.0,Axe,True,False,True,True,True,"slab, bamboo"
Bamboo Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, bamboo"
Bamboo Fence,3.0,2.0,Axe,False,False,True,True,True,"fence, bamboo"
Bamboo Fence Gate,3.0,2.0,Axe,False,False,True,True,True,"gate, fence, bamboo"
Bamboo Door,3.0,3.0,Axe,False,False,False,True,True,"door, bamboo"
Bamboo Trapdoor,3.0,3.0,Axe,False,False,False,True,True,"trapdoor, bamboo"
Bamboo Sign,1.0,1.0,Axe,False,False,False,True,True,"sign, bamboo"
Bamboo Wall Sign,1.0,1.0,Axe,False,False,False,True,True,"wall, sign, bamboo"
Bamboo Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, sign, bamboo"
Bamboo Wall Hanging Sign,1.0,1.0,Axe,False,False,False,True,True,"hanging, wall, sign, bamboo"
Bamboo Pressure Plate,0.5,0.5,Axe,False,False,False,True,True,"plate, pressure, bamboo"
Bamboo Button,0.5,0.5,Axe,False,False,False,False,True,"button, bamboo"
Bamboo Mosaic,3.0,2.0,Axe,True,False,True,True,False,"mosaic, bamboo"
Bamboo Mosaic Slab,3.0,2.0,Axe,True,False,True,True,True,"mosaic, slab, bamboo"
Bamboo Mosaic Stairs,3.0,2.0,Axe,False,False,True,True,True,"stairs, mosaic, bamboo"
Warped Stem,2.0,2.0,Axe,True,False,False,False,True,"stem, warped"
Warped Hyphae,2.0,2.0,Axe,True,False,False,False,True,"hyphae, warped"
Stripped Warped Stem,2.0,2.0,Axe,True,False,False,False,True,"stripped, stem, warped"
Stripped Warped Hyphae,2.0,2.0,Axe,True,False,False,False,True,"stripped, hyphae, warped"
Warped Planks,3.0,2.0,Axe,True,False,False,False,False,"planks, warped"
Warped Slab,3.0,2.0,Axe,True,False,False,False,True,"warped, slab"
Warped Stairs,3.0,2.0,Axe,False,False,False,False,True,"stairs, warped"
Warped Fence,3.0,2.0,Axe,False,False,False,False,True,"fence, warped"
Warped Fence Gate,3.0,2.0,Axe,False,False,False,False,True,"fence, gate, warped"
Warped Door,3.0,3.0,Axe,False,False,False,False,True,"door, warped"
Warped Trapdoor,3.0,3.0,Axe,False,False,False,False,True,"trapdoor, warped"
Warped Sign,1.0,1.0,Axe,False,False,False,False,True,"sign, warped"
Warped Wall Sign,1.0,1.0,Axe,False,False,False,False,True,"sign, warped, wall"
Warped Hanging Sign,1.0,1.0,Axe,False,False,False,False,True,"hanging, sign, warped"
Warped Wall Hanging Sign,1.0,1.0,Axe,False,False,False,False,True,"hanging, sign, warped, wall"
Warped Pressure Plate,0.5,0.5,Axe,False,False,False,False,True,"plate, warped, pressure"
Warped Button,0.5,0.5,Axe,False,False,False,False,True,"button, warped"
Crimson Stem,2.0,2.0,Axe,True,False,False,False,True,"crimson, stem"
Crimson Hyphae,2.0,2.0,Axe,True,False,False,False,True,"crimson, hyphae"
Stripped Crimson Stem,2.0,2.0,Axe,True,False,False,False,True,"stripped, crimson, stem"
Stripped Crimson Hyphae,2.0,2.0,Axe,True,False,False,False,True,"hyphae, stripped, crimson"
Crimson Planks,3.0,2.0,Axe,True,False,False,False,False,"crimson, planks"
Crimson Slab,3.0,2.0,Axe,True,False,False,False,True,"crimson, slab"
Crimson Stairs,3.0,2.0,Axe,False,False,False,False,True,"crimson, stairs"
Crimson Fence,3.0,2.0,Axe,False,False,False,False,True,"crimson, fence"
Crimson Fence Gate,3.0,2.0,Axe,False,False,False,False,True,"crimson, gate, fence"
Crimson Door,3.0,3.0,Axe,False,False,False,False,True,"crimson, door"
Crimson Trapdoor,3.0,3.0,Axe,False,False,False,False,True,"crimson, trapdoor"
Crimson Sign,1.0,1.0,Axe,False,False,False,False,True,"crimson, sign"
Crimson Wall Sign,1.0,1.0,Axe,False,False,False,False,True,"crimson, sign, wall"
Crimson Hanging Sign,1.0,1.0,Axe,False,False,False,False,True,"crimson, hanging, sign"
Crimson Wall Hanging Sign,1.0,1.0,Axe,False,False,False,False,True,"crimson, hanging, sign, wall"
Crimson Pressure Plate,0.5,0.5,Axe,False,False,False,False,True,"crimson, plate, pressure"
Crimson Button,0.5,0.5,Axe,False,False,False,False,True,"crimson, button"
Petrified Oak Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"slab, oak, petrified"
Gravel,0.6,0.6,Shovel,True,True,False,False,False,gravel
Suspicious Gravel,0.25,0.25,Shovel,True,True,False,False,True,"gravel, suspicious"
Sand,0.5,0.5,Shovel,True,True,False,False,False,"beige, yellow, sand, block"
Suspicious Sand,0.25,0.25,Shovel,True,True,False,False,True,"beige, yellow, sand, block, suspicious"
Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"rock, solid, gray, block, sandstone"
Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"rock, solid, gray, block, slab, sandstone"
Sandstone Stair,0.8,0.8,Pickaxe,False,False,False,False,True,"stair, rock, solid, gray, block, sandstone"
Sandstone Wall,0.8,0.8,Pickaxe,False,False,False,False,True,"rock, solid, gray, wall, block, sandstone"
Smooth Sandstone,6.0,2.0,Pickaxe,True,False,False,False,False,"smooth, rock, solid, gray, block, sandstone"
Smooth Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"smooth, rock, solid, gray, block, slab, sandstone"
Smooth Sandstone Stair,6.0,2.0,Pickaxe,False,False,False,False,True,"smooth, stair, rock, solid, gray, block, sandstone"
Cut Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"rock, solid, gray, cut, block, sandstone"
Cut Sandstone Slab,6.0,2.0,Pickaxe,True,False,False,False,True,"rock, solid, gray, cut, block, slab, sandstone"
Chiseled Sandstone,0.8,0.8,Pickaxe,True,False,False,False,False,"rock, solid, gray, block, chiseled, sandstone"
